#	normalized-unmatched-count	unmatched-count	total-class-count	normalized-unmatched-count
Name-Product-Drug-Substance	0.0004398504508467121	56	60	0.9333333333333333
Name-Facility-GOE-Worship_Place	0.00040057808916396995	51	63	0.8095238095238095
Name-Product-Vehicle-Spaceship	0.0003298878381350341	42	46	0.9130434782608695
Name-Facility-GOE-Station	0.0003141788934619372	40	43	0.9302325581395349
Name-Facility-GOE-Airport	0.0002591975871060982	33	35	0.9428571428571428
Name-Event-Historical_Event	0.00024348864243300134	31	38	0.8157894736842105
Name-Product-Vehicle-Vehicle_Other	0.0002277796977599045	29	29	1.0
Name-Facility-Line-Bridge	0.00021992522542335605	28	33	0.8484848484848485
Name-Product-Vehicle-Train	0.00021992522542335605	28	34	0.8235294117647058
Name-Product-Unit-Currency	0.00017279839140406548	22	24	0.9166666666666666
Name-Facility-GOE-Park	0.00017279839140406548	22	25	0.88
Name-Natural_Object-Living_Thing-Amphibian	0.00014923497439442017	19	19	1.0
Name-Location-Geological_Region-Geological_Region-Geological_Region_Other	0.00014923497439442017	19	20	0.95
Name-Facility-GOE-Theater	0.00011781708504822646	15	17	0.8823529411764706
Name-Product-Doctrine_Method-Doctrine_Method_Other	0.00011781708504822646	15	15	1.0
Name-Color	0.00010996261271167803	14	15	0.9333333333333333
Name-Facility-Line-Railroad	9.425366803858117e-05	12	13	0.9230769230769231
Name-Location-Geological_Region-Sea	7.069025102893588e-05	9	11	0.8181818181818182
Name-Natural_Object-Mineral	6.283577869238744e-05	8	8	1.0
Name-Facility-GOE-Amusement_Park	4.712683401929058e-05	6	7	0.8571428571428571
Name-Location-Region-Continental_Region	4.712683401929058e-05	6	6	1.0
Name-Facility-GOE-Market	4.712683401929058e-05	6	6	1.0
Name-Location-Constellation	3.141788934619372e-05	4	4	1.0
Name-Location-Region-Region_Other	2.356341700964529e-05	3	4	0.75
Name-Event-Occasion-Conference	1.570894467309686e-05	2	2	1.0
Name-Facility-Line-Tunnel	7.85447233654843e-06	1	1	1.0
