	uner-name	uner-class	name	id
0	Molise	Name-Location-GPE-GPE_Other	Molise	entity_13422286
1	Radoslav Katičić	Name-Person-Name_Person	Radoslav_Katičić	entity_2848370
2	Drago Štambuk	Name-Person-Name_Person	Drago_Štambuk	entity_10646258
6	Petar Zrinski	Name-Person-Name_Person	Petar_Zrinski	entity_5622468
7	Šime Starčević	Name-Person-Name_Person	Šime_Starčević	entity_5277168
9	Džore Držić	Name-Person-Name_Person	Džore_Držić	entity_8618644
10	Petar Zoranić	Name-Person-Name_Person	Petar_Zoranić	entity_11554357
11	Planine	Name-Product-Art-Book	Planine	entity_7860018
12	Andrija Kačić Miošić	Name-Person-Name_Person	Andrija_Kačić_Miošić	entity_1915667
13	Bartol Kašić	Name-Person-Name_Person	Bartol_Kašić	entity_3984254
14	Ivan Belostenec	Name-Person-Name_Person	Ivan_Belostenec	entity_6932362
16	Đuro Daničić	Name-Person-Name_Person	Đuro_Daničić	entity_7241441
18	Miroslav Krleža	Name-Person-Name_Person	Miroslav_Krleža	entity_8306530
19	Like	Name-Location-GPE-GPE_Other	Like	entity_3189718
20	Dubrovnik	Name-Location-GPE-City	Dubrovnik	entity_5063144
22	Hvar	Name-Location-Geological_Region_Island	Hvar	entity_8789187
29	Hanibal Lucić	Name-Person-Name_Person	Hanibal_Lucić	entity_11891748
30	Petar Hektorović	Name-Person-Name_Person	Petar_Hektorović	entity_2252993
31	Mavro Vetranović	Name-Person-Name_Person	Mavro_Vetranović	entity_6012164
32	Marin Držić	Name-Person-Name_Person	Marin_Držić	entity_12074011
34	Stjepan Konzul Istranin	Name-Person-Name_Person	Stjepan_Konzul_Istranin	entity_8761746
45	Ljudevit Gaj	Name-Person-Name_Person	Ljudevit_Gaj	entity_10634465
46	Zagreb	Name-Location-GPE-City	Zagreb	entity_12194725
48	Ivan Mažuranić	Name-Person-Name_Person	Ivan_Mažuranić	entity_6876479
49	Petar Preradović	Name-Person-Name_Person	Petar_Preradović	entity_12880809
50	Vjekoslav Babukić	Name-Person-Name_Person	Vjekoslav_Babukić	entity_1472411
51	Antun Mažuranić	Name-Person-Name_Person	Antun_Mažuranić	entity_7866459
54	Bogoslav Šulek	Name-Person-Name_Person	Bogoslav_Šulek	entity_10282607
57	Ante Kuzmanić	Name-Person-Name_Person	Ante_Kuzmanić	entity_13321674
58	Ivan Broz	Name-Person-Name_Person	Ivan_Broz	entity_7288123
60	Tomislav Maretić	Name-Person-Name_Person	Tomislav_Maretić	entity_12197757
62	Tin Ujević	Name-Person-Name_Person	Tin_Ujević	entity_5992994
66	London	Name-Location-GPE-City	London	entity_1296070
67	Stipe Šuvar	Name-Person-Name_Person	Stipe_Šuvar	entity_9496699
76	Save	Name-Location-Geological_Region-River	Save	entity_717646
83	Trogir	Name-Location-GPE-City	Trogir	entity_11024422
84	Stobreč	Name-Location-GPE-GPE_Other	Stobreč	entity_10599837
87	Salona	Name-Location-GPE-City	Salona	entity_539171
88	Narona	Name-Location-GPE-City	Narona	entity_13382477
89	Jadera	Name-Natural_Object-Living_Thing-Insect	Jadera	entity_17321867
96	Solin	Name-Location-GPE-City	Solin	entity_10678714
97	Zadar	Name-Location-GPE-City	Zadar	entity_13727956
98	Petar Berislavić	Name-Person-Name_Person	Petar_Berislavić	entity_10382215
99	Nikola Jurišić	Name-Person-Name_Person	Nikola_Jurišić	entity_1019046
100	Nikola Šubić Zrinski	Name-Person-Name_Person	Nikola_Šubić_Zrinski	entity_8178833
101	Bihać	Name-Location-GPE-City	Bihać	entity_2487018
102	Karlovac	Name-Location-GPE-City	Karlovac	entity_8481468
104	Osijek	Name-Location-GPE-City	Osijek	entity_8041102
106	Ivan Gundulić	Name-Person-Name_Person	Ivan_Gundulić	entity_1678044
107	Luka Ibrišimović	Name-Person-Name_Person	Luka_Ibrišimović	entity_11856309
109	Nijemci	Name-Location-GPE-City	Nijemci	entity_5021493
110	Mađari	Name-Location-GPE-City	Mađari	entity_3460190
111	Maksimilijan Vrhovac	Name-Person-Name_Person	Maksimilijan_Vrhovac	entity_6218274
112	Janko Drašković	Name-Person-Name_Person	Janko_Drašković	entity_1517921
116	Ivan Kukuljević Sakcinski	Name-Person-Name_Person	Ivan_Kukuljević_Sakcinski	entity_5726359
117	Josip Jelačić	Name-Person-Name_Person	Josip_Jelačić	entity_672392
118	Rijeka	Name-Location-GPE-City	Rijeka	entity_369517
120	Ante Starčević	Name-Person-Name_Person	Ante_Starčević	entity_5872754
121	Juraj Dobrila	Name-Person-Name_Person	Juraj_Dobrila	entity_12214552
125	Cres	Name-Location-Geological_Region_Island	Cres	entity_4230963
126	Lošinj	Name-Location-Geological_Region_Island	Lošinj	entity_5050291
127	Lastovo	Name-Location-Geological_Region_Island	Lastovo	entity_6766098
128	Šibenik	Name-Location-GPE-City	Šibenik	entity_5263004
129	Wehrmacht	Name-Organization-Political_Organization-Military	Wehrmacht	entity_2195142
131	Matica hrvatska	Name-Organization-Organization_Other	Matica_hrvatska	entity_13735879
132	Miko Tripalo	Name-Person-Name_Person	Miko_Tripalo	entity_2366803
135	Josip Broz Tito	Name-Person-Name_Person	Josip_Broz_Tito	entity_11978919
138	Ivica Račan	Name-Person-Name_Person	Ivica_Račan	entity_11157984
139	Stjepan Mesić	Name-Person-Name_Person	Stjepan_Mesić	entity_1053110
141	NATO	Name-Organization-Political_Organization-Political_Party	NATO	entity_604274
144	Pula	Name-Location-GPE-City	Pula	entity_9338667
145	Sisak	Name-Location-GPE-City	Sisak	entity_6007600
146	Knin	Name-Location-GPE-City	Knin	entity_3916058
147	Gospić	Name-Location-GPE-GPE_Other	Gospić	entity_10142552
148	Slavonski Brod	Name-Location-GPE-City	Slavonski_Brod	entity_5897891
149	Mali Lošinj	Name-Location-GPE-City	Mali_Lošinj	entity_8532347
150	Vukovar	Name-Product-Art-Movie	Vukovar	entity_1441890
153	Konzum	Name-Organization-Corporation-Company	Konzum	entity_7925304
155	Brodosplit	Name-Organization-Corporation-Company	Brodosplit	entity_9218940
158	Goričan	Name-Location-GPE-GPE_Other	Goričan	entity_11421965
160	Croatia Airlines	Name-Organization-Corporation-Company	Croatia_Airlines	entity_7593873
161	Jadrolinija	Name-Location-Geological_Region-Sea	Jadrolinija	entity_2713360
162	Opel	Name-Organization-Corporation-Company	Opel	entity_10001001
163	Renault	Name-Organization-Corporation-Company	Renault	entity_4120768
164	Volkswagen	Name-Organization-Corporation-Company	Volkswagen	entity_2478318
165	Peugeot	Name-Organization-Corporation-Company	Peugeot	entity_11733488
166	Tele2	Name-Organization-Corporation-Company	Tele2	entity_6852593
167	Ivo Andrić	Name-Person-Name_Person	Ivo_Andrić	entity_5629894
168	Vladimir Prelog	Name-Person-Name_Person	Vladimir_Prelog	entity_208594
170	Juraj Šižgorić	Name-Person-Name_Person	Juraj_Šižgorić	entity_9225099
171	Antun Vrančić	Name-Person-Name_Person	Antun_Vrančić	entity_3466912
172	Marko Marulić	Name-Person-Name_Person	Marko_Marulić	entity_8197048
174	Šiško Menčetić	Name-Person-Name_Person	Šiško_Menčetić	entity_6018336
175	Brne Karnarutić	Name-Person-Name_Person	Brne_Karnarutić	entity_7197338
176	Ivan Bunić Vučić	Name-Person-Name_Person	Ivan_Bunić_Vučić	entity_6172630
177	Junije Palmotić	Name-Person-Name_Person	Junije_Palmotić	entity_11269365
178	Ignjat Đurđević	Name-Person-Name_Person	Ignjat_Đurđević	entity_1194562
180	Juraj Habdelić	Name-Person-Name_Person	Juraj_Habdelić	entity_9475222
181	Antun Kanižlić	Name-Person-Name_Person	Antun_Kanižlić	entity_7061508
184	Pavao Štoos	Name-Person-Name_Person	Pavao_Štoos	entity_1055034
185	Stanko Vraz	Name-Person-Name_Person	Stanko_Vraz	entity_1280416
186	Dimitrija Demeter	Name-Person-Name_Person	Dimitrija_Demeter	entity_1621757
189	Eugen Kumičić	Name-Person-Name_Person	Eugen_Kumičić	entity_4682107
190	Ante Kovačić	Name-Person-Name_Person	Ante_Kovačić	entity_11620995
191	Ksaver Šandor Gjalski	Name-Person-Name_Person	Ksaver_Šandor_Gjalski	entity_8194291
192	Josip Kozarac	Name-Person-Name_Person	Josip_Kozarac	entity_5754844
193	Vjenceslav Novak	Name-Person-Name_Person	Vjenceslav_Novak	entity_8625347
194	Silvije Strahimir Kranjčević	Name-Person-Name_Person	Silvije_Strahimir_Kranjčević	entity_11096734
195	Antun Gustav Matoš	Name-Person-Name_Person	Antun_Gustav_Matoš	entity_9208056
196	Ivo Vojnović	Name-Person-Name_Person	Ivo_Vojnović	entity_13101344
197	Dinko Šimunović	Name-Person-Name_Person	Dinko_Šimunović	entity_7957794
198	Dragutin Domjanić	Name-Person-Name_Person	Dragutin_Domjanić	entity_3694907
199	Vladimir Vidrić	Name-Person-Name_Person	Vladimir_Vidrić	entity_4257935
200	Ivan Kozarac	Name-Person-Name_Person	Ivan_Kozarac	entity_2626575
201	Vladimir Nazor	Name-Person-Name_Person	Vladimir_Nazor	entity_4261316
202	Antun Branko Šimić	Name-Person-Name_Person	Antun_Branko_Šimić	entity_10750877
203	Dobriša Cesarić	Name-Person-Name_Person	Dobriša_Cesarić	entity_3130736
204	Dragutin Tadijanović	Name-Person-Name_Person	Dragutin_Tadijanović	entity_771558
205	Ivan Goran Kovačić	Name-Person-Name_Person	Ivan_Goran_Kovačić	entity_9353691
207	Vlatko Pavletić	Name-Person-Name_Person	Vlatko_Pavletić	entity_12462330
209	Jure Kaštelan	Name-Person-Name_Person	Jure_Kaštelan	entity_8245985
210	Vesna Parun	Name-Person-Name_Person	Vesna_Parun	entity_175520
211	Ivo Brešan	Name-Person-Name_Person	Ivo_Brešan	entity_12373310
212	Ivan Aralica	Name-Person-Name_Person	Ivan_Aralica	entity_11070495
213	Pavao Pavličić	Name-Person-Name_Person	Pavao_Pavličić	entity_7562179
215	Nikola Tesla	Name-Person-Name_Person	Nikola_Tesla	entity_10056383
218	Andrija Mohorovičić	Name-Person-Name_Person	Andrija_Mohorovičić	entity_2500097
219	Milutin Milanković	Name-Person-Name_Person	Milutin_Milanković	entity_11870507
220	Franjo Rački	Name-Person-Name_Person	Franjo_Rački	entity_11812469
221	Tadija Smičiklas	Name-Person-Name_Person	Tadija_Smičiklas	entity_9587211
222	Vjekoslav Klaić	Name-Person-Name_Person	Vjekoslav_Klaić	entity_8452047
223	Ferdo Šišić	Name-Person-Name_Person	Ferdo_Šišić	entity_476602
232	Luka Modrić	Name-Person-Name_Person	Luka_Modrić	entity_13518151
235	Ivano Balić	Name-Person-Name_Person	Ivano_Balić	entity_2187312
237	Dražen Petrović	Name-Person-Name_Person	Dražen_Petrović	entity_4158491
239	Krešimir Ćosić	Name-Person-Name_Person	Krešimir_Ćosić	entity_8345288
240	Toni Kukoč	Name-Person-Name_Person	Toni_Kukoč	entity_5644717
241	Dino Rađa	Name-Person-Name_Person	Dino_Rađa	entity_10452225
242	Mirko Novosel	Name-Person-Name_Person	Mirko_Novosel	entity_10660845
243	Split	Name-Organization-Sports_Organization-Pro_Sports_Organization	Split	entity_2509683
245	KK Zadar	Name-Organization-Sports_Organization-Pro_Sports_Organization	KK_Zadar	entity_11155458
248	Goran Ivanišević	Name-Person-Name_Person	Goran_Ivanišević	entity_9250263
249	Wimbledon	Name-Location-GPE-GPE_Other	Wimbledon	event_37838
250	Ivan Ljubičić	Name-Person-Name_Person	Ivan_Ljubičić	entity_844548
251	Mario Ančić	Name-Person-Name_Person	Mario_Ančić	entity_12113370
252	Iva Majoli	Name-Person-Name_Person	Iva_Majoli	entity_7417208
253	Janica Kostelić	Name-Person-Name_Person	Janica_Kostelić	entity_6176563
254	Ivica Kostelić	Name-Person-Name_Person	Ivica_Kostelić	entity_12391417
255	Blanka Vlašić	Name-Person-Name_Person	Blanka_Vlašić	entity_7924158
256	Duje Draganja	Name-Person-Name_Person	Duje_Draganja	entity_4841811
257	Sanja Jovanović	Name-Person-Name_Person	Sanja_Jovanović	entity_5658935
258	Đurđica Bjedov	Name-Person-Name_Person	Đurđica_Bjedov	entity_12468071
259	Željko Mavrović	Name-Person-Name_Person	Željko_Mavrović	entity_3664465
260	Mate Parlov	Name-Person-Name_Person	Mate_Parlov	entity_1473251
261	Branko Cikatić	Name-Person-Name_Person	Branko_Cikatić	entity_7255158
262	Mirko Filipović	Name-Person-Name_Person	Mirko_Filipović	entity_1128547
263	Tamara Boroš	Name-Person-Name_Person	Tamara_Boroš	entity_4031485
265	Antun Mihanović	Name-Person-Name_Person	Antun_Mihanović	entity_11347071
266	Josip Runjanin	Name-Person-Name_Person	Josip_Runjanin	entity_3226173
270	DVD	Name-Product-Product_Other	DVD	entity_7962215
273	Arnaut Daniel	Name-Person-Name_Person	Arnaut_Daniel	entity_3879933
275	Johann Sebastian Bach	Name-Person-Name_Person	Johann_Sebastian_Bach	entity_7911921
276	Henry Purcell	Name-Person-Name_Person	Henry_Purcell	entity_2123767
280	Ivan Mane Jarnović	Name-Person-Name_Person	Ivan_Mane_Jarnović	entity_3800484
282	Martin Luther	Name-Person-Name_Person	Martin_Luther	entity_3151217
285	Galileo Galilei	Name-Person-Name_Person	Galileo_Galilei	entity_3431976
286	Isaac Newton	Name-Person-Name_Person	Isaac_Newton	entity_3739058
287	James Clerk Maxwell	Name-Person-Name_Person	James_Clerk_Maxwell	entity_1204761
290	Max Planck	Name-Person-Name_Person	Max_Planck	entity_11295791
291	Niels Bohr	Name-Person-Name_Person	Niels_Bohr	entity_5335908
296	Carl David Anderson	Name-Person-Name_Person	Carl_David_Anderson	entity_13269711
297	Richard Feynman	Name-Person-Name_Person	Richard_Feynman	entity_2112131
299	Enrico Fermi	Name-Person-Name_Person	Enrico_Fermi	entity_7797004
300	Nicolas Léonard Sadi Carnot	Name-Person-Name_Person	Nicolas_Léonard_Sadi_Carnot	entity_3893546
301	James Prescott Joule	Name-Person-Name_Person	James_Prescott_Joule	entity_9276866
302	Hans Christian Ørsted	Name-Person-Name_Person	Hans_Christian_Ørsted	entity_7258787
303	Michael Faraday	Name-Person-Name_Person	Michael_Faraday	entity_1538184
304	Albert Einstein	Name-Person-Name_Person	Albert_Einstein	entity_8797231
306	Ernest Rutherford	Name-Person-Name_Person	Ernest_Rutherford	entity_9546889
307	Hans Geiger	Name-Person-Name_Person	Hans_Geiger	entity_4184075
308	Carl Friedrich von Weizsäcker	Name-Person-Name_Person	Carl_Friedrich_von_Weizsäcker	entity_9479061
309	Gaja Alaga	Name-Person-Name_Person	Gaja_Alaga	entity_830710
310	Ben Roy Mottelson	Name-Person-Name_Person	Ben_Roy_Mottelson	entity_13615791
311	James Rainwater	Name-Person-Name_Person	James_Rainwater	entity_4678412
312	Brian Josephson	Name-Person-Name_Person	Brian_Josephson	entity_4530206
313	Walther Meissner	Name-Person-Name_Person	Walther_Meissner	entity_2312251
315	James Chadwick	Name-Person-Name_Person	James_Chadwick	entity_2451569
317	CERN	Name-Organization-Organization_Other	CERN	entity_2845247
319	Immanuel Kant	Name-Person-Name_Person	Immanuel_Kant	entity_7315847
322	Martin Heidegger	Name-Person-Name_Person	Martin_Heidegger	entity_7881670
323	Solon	Name-Person-Name_Person	Solon	entity_444034
326	John von Neumann	Name-Person-Name_Person	John_von_Neumann	entity_1430350
330	Brahmagupta	Name-Person-Name_Person	Brahmagupta	entity_9782235
331	Fibonacci	Name-Person-Name_Person	Fibonacci	entity_8621902
333	Pierre de Fermat	Name-Person-Name_Person	Pierre_de_Fermat	entity_496732
341	Leonhard Euler	Name-Person-Name_Person	Leonhard_Euler	entity_13235150
342	Charles Fourier	Name-Person-Name_Person	Charles_Fourier	entity_5026019
347	Niels Henrik Abel	Name-Person-Name_Person	Niels_Henrik_Abel	entity_2004533
350	Bernhard Riemann	Name-Person-Name_Person	Bernhard_Riemann	entity_7132761
352	Sophus Lie	Name-Person-Name_Person	Sophus_Lie	entity_7310897
353	Georg Cantor	Name-Person-Name_Person	Georg_Cantor	entity_4932450
355	Henri Poincaré	Name-Person-Name_Person	Henri_Poincaré	entity_252864
356	Élie Cartan	Name-Person-Name_Person	Élie_Cartan	entity_9668984
357	Emmy Noether	Name-Person-Name_Person	Emmy_Noether	entity_7574200
363	Kurt Gödel	Name-Person-Name_Person	Kurt_Gödel	entity_5579890
364	Alonzo Church	Name-Person-Name_Person	Alonzo_Church	entity_3483991
365	Alan Turing	Name-Person-Name_Person	Alan_Turing	entity_12501069
366	Alfred Tarski	Name-Person-Name_Person	Alfred_Tarski	entity_10213966
374	Chandra	Name-Person-Name_Person	Chandra	event_993016
394	Alain Connes	Name-Person-Name_Person	Alain_Connes	entity_5690547
401	Norbert Wiener	Name-Person-Name_Person	Norbert_Wiener	entity_2048484
403	Stjepan Gradić	Name-Person-Name_Person	Stjepan_Gradić	entity_5209256
404	Danilo Blanuša	Name-Person-Name_Person	Danilo_Blanuša	entity_12236389
406	Svetozar Kurepa	Name-Person-Name_Person	Svetozar_Kurepa	entity_7794921
407	Sibe Mardešić	Name-Person-Name_Person	Sibe_Mardešić	entity_10289927
408	Mladen Bestvina	Name-Person-Name_Person	Mladen_Bestvina	entity_438823
410	Georges Cuvier	Name-Person-Name_Person	Georges_Cuvier	entity_9008815
411	Charles Darwin	Name-Person-Name_Person	Charles_Darwin	entity_955319
413	Zdravo Marijo	Name-Product-Art-Music	Zdravo_Marijo	event_269785
417	Vojnomir	Name-Person-Name_Person	Vojnomir	entity_12276190
418	Višeslav	Name-Person-Name_Person	Višeslav	entity_7303347
430	Drava	Name-Location-Geological_Region-River	Drava	entity_8353696
431	Sava	Name-Location-Geological_Region-River	Sava	entity_12227094
432	Kupa	Name-Location-Geological_Region-River	Kupa	entity_7001117
434	Poreč	Name-Location-GPE-City	Poreč	entity_13877629
435	Skradin	Name-Location-GPE-City	Skradin	entity_5751351
436	Vinkovci	Name-Location-GPE-City	Vinkovci	entity_10139897
437	Podunavlje	Name-Location-Location_Other	Podunavlje	entity_7285275
439	Cavtat	Name-Location-GPE-GPE_Other	Cavtat	entity_11675969
441	Rab	Name-Location-Geological_Region_Island	Rab	entity_8777159
442	Krk	Name-Location-Geological_Region_Island	Krk	entity_5065394
446	Bijaći	Name-Location-GPE-City	Bijaći	entity_6536706
447	Domagoj	Name-Person-Name_Person	Domagoj	entity_3394220
450	Hrvoje Vukčić Hrvatinić	Name-Person-Name_Person	Hrvoje_Vukčić_Hrvatinić	entity_3001902
454	Sinj	Name-Location-GPE-City	Sinj	entity_7487678
455	Bernardin Frankopan	Name-Person-Name_Person	Bernardin_Frankopan	entity_5063880
456	Jajce	Name-Location-GPE-City	Jajce	entity_6981094
457	Klis	Name-Location-GPE-City	Klis	entity_7802614
460	Graz	Name-Location-GPE-City	Graz	entity_10320563
466	Senj	Name-Location-GPE-City	Senj	entity_4960221
473	Ogulin	Name-Location-GPE-City	Ogulin	entity_6700787
474	Križevci	Name-Location-GPE-City	Križevci	entity_5003021
476	Varaždin	Name-Location-GPE-City	Varaždin	entity_6431903
477	Petrinja	Name-Location-GPE-City	Petrinja	entity_13755234
479	Čazma	Name-Location-GPE-City	Čazma	entity_12029284
480	Moslavina	Name-Location-GPE-GPE_Other	Moslavina	entity_4940970
481	Lika	Name-Location-GPE-GPE_Other	Lika	entity_13487696
488	Eugen Kvaternik	Name-Person-Name_Person	Eugen_Kvaternik	entity_10730069
491	Josip Juraj Strossmayer	Name-Person-Name_Person	Josip_Juraj_Strossmayer	entity_2182915
493	Frano Supilo	Name-Person-Name_Person	Frano_Supilo	entity_7135475
494	Ante Trumbić	Name-Person-Name_Person	Ante_Trumbić	entity_4245348
495	Svetozar Pribićević	Name-Person-Name_Person	Svetozar_Pribićević	entity_12344688
498	Nikola Pašić	Name-Person-Name_Person	Nikola_Pašić	entity_12363458
500	Anton Korošec	Name-Person-Name_Person	Anton_Korošec	entity_7014389
501	Labin	Name-Location-GPE-City	Labin	entity_1911059
505	Vladko Maček	Name-Person-Name_Person	Vladko_Maček	entity_8272212
506	Ustaše	Name-Organization-Political_Organization-Political_Party	Ustaše	entity_75354
507	Ante Pavelić	Name-Person-Name_Person	Ante_Pavelić	entity_100312
508	Brčko	Name-Location-GPE-GPE_Other	Brčko	entity_12584340
509	Derventa	Name-Location-GPE-GPE_Other	Derventa	entity_8140108
510	Fojnica	Name-Location-GPE-City	Fojnica	entity_2410954
511	Gradačac	Name-Location-GPE-City	Gradačac	entity_11394935
512	Ilok	Name-Location-GPE-City	Ilok	entity_10851776
513	Šid	Name-Location-GPE-City	Šid	entity_1028845
514	Travnik	Name-Location-GPE-City	Travnik	entity_9052125
521	Marko Veselica	Name-Person-Name_Person	Marko_Veselica	entity_8123656
527	Franjo Tuđman	Name-Person-Name_Person	Franjo_Tuđman	entity_6848025
530	Bošnjaci	Name-Location-GPE-City	Bošnjaci	entity_5025506
531	Alija Izetbegović	Name-Person-Name_Person	Alija_Izetbegović	entity_10418600
532	Josip Manolić	Name-Person-Name_Person	Josip_Manolić	entity_5513048
533	Zlatko Mateša	Name-Person-Name_Person	Zlatko_Mateša	entity_11188504
534	Dražen Budiša	Name-Person-Name_Person	Dražen_Budiša	entity_360481
535	Ivo Sanader	Name-Person-Name_Person	Ivo_Sanader	entity_5966910
536	Jadranka Kosor	Name-Person-Name_Person	Jadranka_Kosor	entity_2289268
537	Ivo Josipović	Name-Person-Name_Person	Ivo_Josipović	entity_72901
538	Zoran Milanović	Name-Person-Name_Person	Zoran_Milanović	entity_13812686
539	Tihomir Orešković	Name-Person-Name_Person	Tihomir_Orešković	entity_11269676
540	Andrej Plenković	Name-Person-Name_Person	Andrej_Plenković	entity_4246527
544	Nikola Tomašić	Name-Person-Name_Person	Nikola_Tomašić	entity_6435866
545	Nada Klaić	Name-Person-Name_Person	Nada_Klaić	entity_3955821
550	Lujo Margetić	Name-Person-Name_Person	Lujo_Margetić	entity_6597362
571	Bugari	Name-Location-GPE-City	Bugari	entity_2510765
576	Gorski kotar	Name-Location-GPE-GPE_Other	Gorski_kotar	entity_5516874
578	Biograd na Moru	Name-Location-GPE-City	Biograd_na_Moru	entity_11275022
579	Brač	Name-Location-Geological_Region_Island	Brač	entity_4578868
582	Svetoslav Suronja	Name-Person-Name_Person	Svetoslav_Suronja	entity_9985673
588	Dominik Mandić	Name-Person-Name_Person	Dominik_Mandić	entity_233769
595	Milan Šufflay	Name-Person-Name_Person	Milan_Šufflay	entity_1315177
597	Ivo Goldstein	Name-Person-Name_Person	Ivo_Goldstein	entity_5482613
601	Zemun	Name-Location-GPE-City	Zemun	entity_7423103
603	Petar Kružić	Name-Person-Name_Person	Petar_Kružić	entity_6206135
606	Ivan Karlović	Name-Person-Name_Person	Ivan_Karlović	entity_5264257
607	Ivan Lenković	Name-Person-Name_Person	Ivan_Lenković	entity_5085883
608	Matko Talovac	Name-Person-Name_Person	Matko_Talovac	entity_10743396
613	Zabok	Name-Location-GPE-City	Zabok	entity_12375950
614	Krško	Name-Location-GPE-GPE_Other	Krško	entity_7871172
621	Petrovaradin	Name-Location-GPE-City	Petrovaradin	entity_12736577
623	Vojvodina	Name-Location-GPE-GPE_Other	Vojvodina	entity_1722482
624	J	Name-Person-Name_Person	J	entity_9312133
631	Haran	Name-Person-Name_Person	Haran	entity_7277378
632	Iran	Name-Location-GPE-Country	Iran	entity_13879886
635	Homer	Name-Person-Name_Person	Homer	entity_6428165
637	Josip Bratulić	Name-Person-Name_Person	Josip_Bratulić	entity_5162640
638	Milan Moguš	Name-Person-Name_Person	Milan_Moguš	entity_4950835
641	Vatroslav Jagić	Name-Person-Name_Person	Vatroslav_Jagić	entity_10151486
642	Petar Skok	Name-Person-Name_Person	Petar_Skok	entity_797779
643	Ivan Slamnig	Name-Person-Name_Person	Ivan_Slamnig	entity_7182812
644	Jurandvor	Name-Location-GPE-City	Jurandvor	entity_12305655
647	Branko Fučić	Name-Person-Name_Person	Branko_Fučić	entity_10656918
648	Eduard Hercigonja	Name-Person-Name_Person	Eduard_Hercigonja	entity_2768553
649	Stjepan Ivšić	Name-Person-Name_Person	Stjepan_Ivšić	entity_3229011
654	Paderborn	Name-Location-GPE-City	Paderborn	entity_6235346
664	Vatroslav Lisinski	Name-Person-Name_Person	Vatroslav_Lisinski	entity_11619872
667	Begovača	Name-Location-GPE-City	Begovača	entity_5434239
672	Udine	Name-Location-GPE-City	Udine	entity_11696801
677	Bari	Name-Location-GPE-City	Bari	entity_6732941
678	Muć	Name-Location-GPE-City	Muć	entity_4346078
679	Šopot	Name-Location-GPE-City	Šopot	entity_4590420
682	Gvozd	Name-Location-GPE-GPE_Other	Gvozd	entity_9146324
693	Pribina	Name-Person-Name_Person	Pribina	entity_9387186
697	Krbava	Name-Location-GPE-GPE_Other	Krbava	entity_5919042
711	Čika	Name-Person-Name_Person	Čika	entity_8199735
716	Viktor Novak	Name-Person-Name_Person	Viktor_Novak	entity_10293841
717	August Šenoa	Name-Person-Name_Person	August_Šenoa	entity_303580
730	Panonija	Name-Location-GPE-City	Panonija	entity_4515560
733	Toma Niger	Name-Person-Name_Person	Toma_Niger	entity_11881099
735	Velebit	Name-Location-Geological_Region_Mountain	Velebit	entity_5379711
738	Radoslav Lopašić	Name-Person-Name_Person	Radoslav_Lopašić	entity_7300154
740	Zadobarje	Name-Location-GPE-City	Zadobarje	entity_2784002
751	Čakovec	Name-Location-GPE-City	Čakovec	entity_3039564
752	Luka Bebić	Name-Person-Name_Person	Luka_Bebić	entity_9573540
759	Gornji Kuršanec	Name-Location-GPE-City	Gornji_Kuršanec	entity_7081808
765	Bratislava	Name-Location-GPE-City	Bratislava	entity_12067120
768	Petra	Name-Person-Name_Person	Petra	entity_976409
773	Adam Zrinski	Name-Person-Name_Person	Adam_Zrinski	entity_9163044
776	Adam	Name-Person-Name_Person	Adam	entity_1946801
784	Novi Zrin	Name-Facility-Facility_Other	Novi_Zrin	entity_12174451
788	Petar Petretić	Name-Person-Name_Person	Petar_Petretić	entity_9058247
790	Ivan Antun Zrinski	Name-Person-Name_Person	Ivan_Antun_Zrinski	entity_7019047
792	Vrbovec	Name-Location-GPE-City	Vrbovec	entity_4953140
800	Istanbul	Name-Location-GPE-City	Istanbul	entity_5661548
801	Franjo	Name-Person-Name_Person	Franjo	entity_8006816
803	Vinko Knežević	Name-Person-Name_Person	Vinko_Knežević	entity_9699161
805	Narodne novine	Name-Product-Printing-Newspaper	Narodne_novine	entity_597827
806	Lajos Kossuth	Name-Person-Name_Person	Lajos_Kossuth	entity_4235121
809	Karl Marx	Name-Person-Name_Person	Karl_Marx	entity_5138395
811	Topusko	Name-Location-GPE-GPE_Other	Topusko	entity_11606311
812	Josip Šokčević	Name-Person-Name_Person	Josip_Šokčević	entity_5798799
813	Zaprešić	Name-Location-GPE-City	Zaprešić	entity_1737598
816	Sarajevo	Name-Location-GPE-City	Sarajevo	entity_9328803
819	Sibinj	Name-Location-GPE-City	Sibinj	entity_12451360
827	Leonardo da Vinci	Name-Person-Name_Person	Leonardo_da_Vinci	entity_6739274
835	Alfred Wegener	Name-Person-Name_Person	Alfred_Wegener	entity_11631739
836	Harry Hess	Name-Person-Name_Person	Harry_Hess	entity_6330540
837	Đuro Pilar	Name-Person-Name_Person	Đuro_Pilar	entity_4502685
839	Ljudevit Vukotinović	Name-Person-Name_Person	Ljudevit_Vukotinović	entity_146991
849	A	Name-Person-Name_Person	A	entity_11663686
851	Milan Šenoa	Name-Person-Name_Person	Milan_Šenoa	entity_10158971
852	Artur Gavazzi	Name-Person-Name_Person	Artur_Gavazzi	entity_6265647
853	Richard Wagner	Name-Product-Art-Book	Richard_Wagner	entity_11026784
861	Claudio Monteverdi	Name-Person-Name_Person	Claudio_Monteverdi	entity_11551126
870	Christoph Willibald Gluck	Name-Person-Name_Person	Christoph_Willibald_Gluck	entity_4889886
