	uner-name	uner-class	name	id
19429	Knut Hamsun	Name-Person-Name_Person	Knut_Hamsun	entity_13194542
19430	Sigrid Undset	Name-Person-Name_Person	Sigrid_Undset	entity_6080382
19433	Simone Martini	Name-Person-Name_Person	Simone_Martini	entity_10276568
19437	Diego Maradona	Name-Person-Name_Person	Diego_Maradona	entity_12805635
19441	Montevideo	Name-Location-GPE-City	Montevideo	entity_13740944
19445	Colonia del Sacramento	Name-Location-GPE-City	Colonia_del_Sacramento	entity_11614836
19447	José Gervasio Artigas	Name-Person-Name_Person	José_Gervasio_Artigas	entity_13390395
19448	Fructuoso Rivera	Name-Person-Name_Person	Fructuoso_Rivera	entity_7709520
19455	Gabriel Terra	Name-Person-Name_Person	Gabriel_Terra	entity_847730
19456	Alfredo Baldomir	Name-Person-Name_Person	Alfredo_Baldomir	entity_6287165
19457	Tupamaros	Name-Organization-Show_Organization	Tupamaros	entity_2301425
19460	Tabaré Vázquez	Name-Person-Name_Person	Tabaré_Vázquez	entity_13216034
19461	José Mujica	Name-Person-Name_Person	José_Mujica	entity_10240542
19462	Luis Alberto Lacalle Pou	Name-Person-Name_Person	Luis_Alberto_Lacalle_Pou	entity_5092659
19465	Union Agriculture Group	Name-Organization-Corporation-Company	Union_Agriculture_Group	entity_5386840
19466	Nueva Palmira	Name-Location-GPE-City	Nueva_Palmira	entity_1697000
19467	Punta del Este	Name-Location-GPE-City	Punta_del_Este	entity_4761588
19468	ANTEL	Name-Organization-Corporation-Company	ANTEL	entity_7748955
19469	Antonio Lussich	Name-Person-Name_Person	Antonio_Lussich	entity_9784396
19470	Carlos Páez Vilaró	Name-Person-Name_Person	Carlos_Páez_Vilaró	entity_4812083
19471	Casapueblo	Name-Facility-GOE-GOE_Other	Casapueblo	entity_9569365
19472	Juan Manuel Blanes	Name-Person-Name_Person	Juan_Manuel_Blanes	entity_892223
19473	Pedro Figari	Name-Person-Name_Person	Pedro_Figari	entity_12869645
19477	Antonio Frasconi	Name-Person-Name_Person	Antonio_Frasconi	entity_9099157
19478	José Gamarra	Name-Person-Name_Person	José_Gamarra	entity_1246056
19479	Juan Pablo Rebella	Name-Person-Name_Person	Juan_Pablo_Rebella	entity_1164210
19480	Ana Díez	Name-Person-Name_Person	Ana_Díez	entity_9863495
19490	Carlos Gardel	Name-Person-Name_Person	Carlos_Gardel	entity_6741217
19494	José Enrique Rodó	Name-Person-Name_Person	José_Enrique_Rodó	entity_10006192
19500	Horacio Quiroga	Name-Person-Name_Person	Horacio_Quiroga	entity_2837439
19503	Club Nacional de Football	Name-Organization-Sports_Organization-Pro_Sports_Organization	Club_Nacional_de_Football	entity_13174997
19504	Central Uruguay Railway Cricket Club	Name-Organization-Sports_Organization-Pro_Sports_Organization	Central_Uruguay_Railway_Cricket_Club	entity_1876778
19511	Mestre	Name-Facility-GOE-GOE_Other	Mestre	entity_1120916
19515	Theodor Fontane	Name-Person-Name_Person	Theodor_Fontane	entity_10006841
19519	Vincenzo Scamozzi	Name-Person-Name_Person	Vincenzo_Scamozzi	entity_12036229
19521	Pesaro	Name-Location-GPE-GPE_Other	Pesaro	entity_12133217
19523	Giovanni Battista Tiepolo	Name-Person-Name_Person	Giovanni_Battista_Tiepolo	entity_10864558
19533	Chioggia	Name-Location-GPE-GPE_Other	Chioggia	entity_136590
19534	Adolphe Quetelet	Name-Person-Name_Person	Adolphe_Quetelet	entity_6750351
19535	Dominika	Name-Product-Product_Other	Dominika	entity_13767332
19543	Munsee	Name-Natural_Object-Living_Thing-Plant	Munsee	entity_5897244
19547	Powhatan	Name-Organization-Ethnic_Group_other	Powhatan	entity_11714779
19555	Quileute	Name-Organization-Ethnic_Group_other	Quileute	entity_11303561
19557	Tututni	Name-Organization-Ethnic_Group_other	Tututni	entity_2248186
19572	Hannah Arendt	Name-Person-Name_Person	Hannah_Arendt	entity_11725809
19573	Marburg	Name-Location-GPE-City	Marburg	entity_2677250
19579	Tristan da Cunha	Name-Location-GPE-Country	Tristan_da_Cunha	entity_1940688
19584	Spandau	Name-Location-GPE-GPE_Other	Spandau	entity_9982854
19585	Oberhausen	Name-Location-GPE-City	Oberhausen	entity_4169215
19589	Mato Grosso do Sul	Name-Location-GPE-GPE_Other	Mato_Grosso_do_Sul	entity_1594952
19601	Ivan Klajn	Name-Person-Name_Person	Ivan_Klajn	entity_8619360
19610	Rudyard Kipling	Name-Person-Name_Person	Rudyard_Kipling	entity_231797
19617	Hampshire	Name-Location-GPE-GPE_Other	Hampshire	entity_2415301
19620	Pernambuco	Name-Location-GPE-GPE_Other	Pernambuco	entity_1216564
19630	Walvis Bay	Name-Location-GPE-City	Walvis_Bay	entity_4270106
19631	Sam Nujoma	Name-Person-Name_Person	Sam_Nujoma	entity_12138297
19632	Windhoek	Name-Location-GPE-City	Windhoek	entity_1287901
19633	Swakopmund	Name-Location-GPE-City	Swakopmund	entity_8217744
19634	Oshakati	Name-Location-GPE-City	Oshakati	entity_11879635
19640	Encyclopædia Britannica	Name-Product-Art-Book	Encyclopædia_Britannica	entity_12979800
19641	Khartoum	Name-Location-GPE-City	Khartoum	entity_13705804
19648	Sonora	Name-Location-GPE-GPE_Other	Sonora	entity_7152356
19650	Alfred Kinsey	Name-Person-Name_Person	Alfred_Kinsey	entity_10997964
19654	Arsen Bauk	Name-Person-Name_Person	Arsen_Bauk	entity_8399923
19658	Nature	Name-Person-Other	Nature	entity_7579142
19662	Joseph Nicolosi	Name-Person-Name_Person	Joseph_Nicolosi	entity_2769085
19666	Izidor Gross	Name-Person-Name_Person	Izidor_Gross	entity_8383757
19667	Vladimir Vuković	Name-Person-Name_Person	Vladimir_Vuković	entity_8179840
19669	Kalmar	Name-Person-Name_Person	Kalmar	entity_9069409
19670	Petar Trifunović	Name-Person-Name_Person	Petar_Trifunović	entity_12660914
19671	Krunoslav Hulak	Name-Person-Name_Person	Krunoslav_Hulak	entity_2560846
19672	Dražen Marović	Name-Person-Name_Person	Dražen_Marović	entity_13292106
19673	Braslav Rabar	Name-Person-Name_Person	Braslav_Rabar	entity_4354089
19674	Mijo Udovčić	Name-Person-Name_Person	Mijo_Udovčić	entity_3780632
19675	Hrvoje Bartolović	Name-Person-Name_Person	Hrvoje_Bartolović	entity_10542446
19676	Bojan Kurajica	Name-Person-Name_Person	Bojan_Kurajica	entity_8435123
19677	Ognjen Cvitan	Name-Person-Name_Person	Ognjen_Cvitan	entity_6405324
19679	Valentina Golubenko	Name-Person-Name_Person	Valentina_Golubenko	entity_9301697
19680	Leonardo Ljubičić	Name-Person-Name_Person	Leonardo_Ljubičić	entity_5315230
19683	Hamani Diori	Name-Person-Name_Person	Hamani_Diori	entity_9426047
19684	Seyni Kountché	Name-Person-Name_Person	Seyni_Kountché	entity_7918398
19693	David Suchet	Name-Person-Name_Person	David_Suchet	entity_13758822
19697	Harrogate	Name-Location-GPE-GPE_Other	Harrogate	entity_9256987
19706	Josip Jurčević	Name-Person-Name_Person	Josip_Jurčević	entity_2167520
19708	Josip Perković	Name-Person-Name_Person	Josip_Perković	entity_8208706
19714	Osborne Reynolds	Name-Person-Name_Person	Osborne_Reynolds	entity_6708483
19749	Adolf Loos	Name-Person-Name_Person	Adolf_Loos	entity_10811970
19756	Prosper Mérimée	Name-Person-Name_Person	Prosper_Mérimée	entity_4533200
19758	Otello	Name-Product-Art-Broadcast_Program	Otello	entity_9197884
19770	Thurgau	Name-Location-GPE-GPE_Other	Thurgau	entity_3084528
19775	Robert Bosch	Name-Person-Name_Person	Robert_Bosch	entity_8610689
19777	Neckarsulm	Name-Location-GPE-City	Neckarsulm	entity_12598804
19778	Rastatt	Name-Location-GPE-GPE_Other	Rastatt	entity_11402627
19780	Hugo Boss	Name-Organization-Corporation-Company	Hugo_Boss	entity_2086438
19791	Pedro de Valdivia	Name-Person-Name_Person	Pedro_de_Valdivia	entity_11862335
19808	Xochimilco	Name-Location-GPE-City	Xochimilco	entity_11968662
19811	Jos	Name-Location-GPE-City	Jos	entity_5385432
19813	Biafra	Name-Location-GPE-Country	Biafra	entity_10724734
19817	Olusegun Obasanjo	Name-Person-Name_Person	Olusegun_Obasanjo	entity_203376
19818	Ibadan	Name-Location-GPE-City	Ibadan	entity_498977
19819	Port Harcourt	Name-Location-GPE-City	Port_Harcourt	entity_7950487
19820	Kano	Name-Location-GPE-City	Kano	entity_974289
19821	Abuja	Name-Location-GPE-City	Abuja	entity_13679580
19829	Oton Kučera	Name-Person-Name_Person	Oton_Kučera	entity_6996841
19830	Nurlat	Name-Location-GPE-GPE_Other	Nurlat	entity_1053053
19831	Ufa	Name-Location-GPE-City	Ufa	entity_579602
19837	Opava	Name-Location-GPE-City	Opava	entity_4573485
19839	Austrija	Name-Location-Planet	Austrija	entity_11380582
19849	Slobodna Vlast	Name-Location-GPE-City	Slobodna_Vlast	entity_8854795
19854	Draga Bašćanska	Name-Location-GPE-City	Draga_Bašćanska	entity_13449532
19857	Poznanovec	Name-Location-GPE-City	Poznanovec	entity_3349030
19863	Luigi Lucheni	Name-Person-Name_Person	Luigi_Lucheni	entity_2201756
19868	Gelderland	Name-Location-GPE-GPE_Other	Gelderland	entity_8739896
19876	Honoré Daumier	Name-Person-Name_Person	Honoré_Daumier	entity_2061424
19878	Gustave Flaubert	Name-Person-Name_Person	Gustave_Flaubert	entity_12420474
19889	Dijon	Name-Location-GPE-City	Dijon	entity_897466
19892	Roger Federer	Name-Person-Name_Person	Roger_Federer	entity_20672392
19895	Ante Paradžik	Name-Person-Name_Person	Ante_Paradžik	entity_10367507
19898	Anto Đapić	Name-Person-Name_Person	Anto_Đapić	entity_5446223
19899	Tomislav Merčep	Name-Person-Name_Person	Tomislav_Merčep	entity_2014925
19903	Blaž Kraljević	Name-Person-Name_Person	Blaž_Kraljević	entity_9825254
19910	Ante Prkačin	Name-Person-Name_Person	Ante_Prkačin	entity_10016252
19915	Duisburg	Name-Location-GPE-City	Duisburg	entity_6438370
19916	Wuppertal	Name-Location-GPE-City	Wuppertal	entity_8073306
19917	Štrpce	Name-Location-GPE-City	Štrpce	entity_3283007
19919	Radika	Name-Location-Geological_Region-River	Radika	entity_13475063
19922	Neutron	Name-Person-Name_Person	Neutron	entity_4059028
19935	Zvenigorod	Name-Location-GPE-GPE_Other	Zvenigorod	entity_5358536
19945	Josif Brodski	Name-Person-Name_Person	Josif_Brodski	entity_7427536
19947	Grégoire Kayibanda	Name-Person-Name_Person	Grégoire_Kayibanda	entity_12510123
19949	Juvénal Habyarimana	Name-Person-Name_Person	Juvénal_Habyarimana	entity_11238329
19951	Kigali	Name-Location-GPE-City	Kigali	entity_5407867
19952	Paul Kagame	Name-Person-Name_Person	Paul_Kagame	entity_13684085
19957	Emily Dickinson	Name-Person-Name_Person	Emily_Dickinson	entity_10325674
19960	David Lean	Name-Person-Name_Person	David_Lean	entity_6474999
19961	Omar Sharif	Name-Person-Name_Person	Omar_Sharif	entity_8597038
19962	Julie Christie	Name-Person-Name_Person	Julie_Christie	entity_4650304
19969	Gröbenzell	Name-Location-GPE-GPE_Other	Gröbenzell	entity_4848889
19970	Ustersbach	Name-Location-GPE-GPE_Other	Ustersbach	entity_9824104
19971	Wollaberg	Name-Location-GPE-GPE_Other	Wollaberg	entity_11820657
19972	Zugspitze	Name-Location-Geological_Region_Mountain	Zugspitze	entity_13105011
19974	Fürth	Name-Location-GPE-City	Fürth	entity_10768126
19983	Fehmarn	Name-Location-GPE-City	Fehmarn	entity_8870460
19994	Sylt	Name-Location-Geological_Region_Island	Sylt	entity_1735261
19996	Ærø	Name-Location-Geological_Region_Island	Ærø	entity_544671
19998	Flensburg	Name-Location-GPE-City	Flensburg	entity_6111490
20004	Norderstedt	Name-Location-GPE-City	Norderstedt	entity_4515155
20007	Rostock	Name-Location-GPE-City	Rostock	entity_8207321
20038	Zeitz	Name-Location-GPE-City	Zeitz	entity_3333929
20057	Jean Cocteau	Name-Person-Name_Person	Jean_Cocteau	entity_5696244
20058	George Balanchine	Name-Person-Name_Person	George_Balanchine	entity_12666347
20060	Coco Chanel	Name-Person-Name_Person	Coco_Chanel	entity_273303
20068	Max Reger	Name-Person-Name_Person	Max_Reger	entity_12223691
20071	Aaron Copland	Name-Person-Name_Person	Aaron_Copland	entity_1541826
20074	Béla Bartók	Name-Person-Name_Person	Béla_Bartók	entity_13862142
20076	Anton Webern	Name-Person-Name_Person	Anton_Webern	entity_9782660
20077	Alban Berg	Name-Person-Name_Person	Alban_Berg	entity_10211100
20078	Saarbrücken	Name-Location-GPE-City	Saarbrücken	entity_10139564
20085	Lahn	Name-Location-Geological_Region-River	Lahn	entity_9806197
20089	Usedom	Name-Location-Geological_Region_Island	Usedom	entity_10251449
20097	Wismar	Name-Location-GPE-City	Wismar	entity_4574931
20102	Vogelsberg	Name-Location-GPE-GPE_Other	Vogelsberg	entity_2873079
20104	Bremerhaven	Name-Location-GPE-City	Bremerhaven	entity_6517372
20107	Cottbus	Name-Location-GPE-City	Cottbus	entity_12750690
20110	Calau	Name-Location-GPE-City	Calau	entity_4565671
20120	Gottlob Frege	Name-Person-Name_Person	Gottlob_Frege	entity_7478277
20121	Mary Wollstonecraft	Name-Person-Name_Person	Mary_Wollstonecraft	entity_1629547
20122	Martha Nussbaum	Name-Person-Name_Person	Martha_Nussbaum	entity_4172310
20134	Washington Wizards	Name-Organization-Sports_Organization-Pro_Sports_Organization	Washington_Wizards	entity_771157
20143	Los Angeles Lakers	Name-Organization-Sports_Organization-Pro_Sports_Organization	Los_Angeles_Lakers	entity_6013337
20148	Dennis Rodman	Name-Person-Name_Person	Dennis_Rodman	entity_13708800
20149	Ron Harper	Name-Person-Name_Person	Ron_Harper	entity_9268307
20153	Phoenix Suns	Name-Organization-Sports_Organization-Pro_Sports_Organization	Phoenix_Suns	entity_10898242
20157	Malik Allen	Name-Person-Name_Person	Malik_Allen	entity_1752278
20161	Miami Heat	Name-Organization-Sports_Organization-Pro_Sports_Organization	Miami_Heat	entity_5709389
20162	Ben Wallace	Name-Person-Name_Person	Ben_Wallace	entity_7228985
20164	Votkinsk	Name-Location-GPE-GPE_Other	Votkinsk	entity_7178186
20174	Arezzo	Name-Location-GPE-City	Arezzo	entity_1197503
20179	Blatuša	Name-Location-GPE-City	Blatuša	entity_5208702
20180	Gornji Čajdraš	Name-Location-GPE-GPE_Other	Gornji_Čajdraš	entity_8983349
20185	Radakovo	Name-Location-GPE-City	Radakovo	entity_6183948
20187	Sakib Mahmuljin	Name-Person-Name_Person	Sakib_Mahmuljin	entity_363588
20191	Vicenza	Name-Location-GPE-City	Vicenza	entity_13171833
20193	San Giorgio Maggiore	Name-Location-Geological_Region_Island	San_Giorgio_Maggiore	entity_2322891
20202	Chandigarh	Name-Location-GPE-City	Chandigarh	entity_10935513
20206	Guernsey	Name-Location-GPE-Country	Guernsey	entity_3292708
20225	Vincent van Gogh	Name-Person-Name_Person	Vincent_van_Gogh	entity_2311362
20226	Eugène Delacroix	Name-Person-Name_Person	Eugène_Delacroix	entity_11638851
20230	Ražanac	Name-Location-GPE-GPE_Other	Ražanac	entity_1676558
20237	Zico	Name-Person-Name_Person	Zico	entity_2698804
20246	Tektronix	Name-Organization-Corporation-Company	Tektronix	entity_284824
20247	Digital Equipment Corporation	Name-Organization-Corporation-Company	Digital_Equipment_Corporation	entity_10367067
20248	Jack Kilby	Name-Person-Name_Person	Jack_Kilby	entity_4812876
20255	Jack Tramiel	Name-Person-Name_Person	Jack_Tramiel	entity_13579990
20259	Commodore Plus/4	Name-Product-Product_Other	Commodore_Plus/4	entity_12904437
20261	Amiga 1000	Name-Product-Product_Other	Amiga_1000	entity_4501312
20263	Commodore 65	Name-Product-Product_Other	Commodore_65	entity_1533348
20265	Amiga 600	Name-Product-Product_Other	Amiga_600	entity_11137434
20266	Amiga CD32	Name-Product-Product_Other	Amiga_CD32	entity_10940138
20269	Max Euwe	Name-Person-Name_Person	Max_Euwe	entity_11145537
20277	AmigaOS	Name-Product-Product_Other	AmigaOS	entity_2293234
20291	Léopold Sédar Senghor	Name-Person-Name_Person	Léopold_Sédar_Senghor	entity_12459646
20292	Abdoulaye Wade	Name-Person-Name_Person	Abdoulaye_Wade	entity_9934978
20319	Mula Mustafa Bašeskija	Name-Person-Name_Person	Mula_Mustafa_Bašeskija	entity_8063642
20321	Stjepan Musulin	Name-Person-Name_Person	Stjepan_Musulin	entity_4103483
20322	Fiat 128	Name-Product-Vehicle-Car	Fiat_128	entity_11849852
20331	Čelić	Name-Location-GPE-City	Čelić	entity_7151463
20332	Sapna	Name-Location-GPE-GPE_Other	Sapna	entity_3982399
20335	Machu Picchu	Name-Location-Location_Other	Machu_Picchu	entity_8917370
20344	Potosí	Name-Location-GPE-City	Potosí	entity_6549763
20353	Valéry Giscard d'Estaing	Name-Person-Name_Person	Valéry_Giscard_d'Estaing	entity_7267851
20354	Jacques Chirac	Name-Person-Name_Person	Jacques_Chirac	entity_1519104
20355	Agino Selo	Name-Location-GPE-City	Agino_Selo	entity_270585
20356	Barlovci	Name-Location-GPE-City	Barlovci	entity_10947626
20357	Bronzani Majdan	Name-Location-GPE-City	Bronzani_Majdan	entity_9713398
20358	Cerici	Name-Location-GPE-City	Cerici	entity_9195419
20359	Čokori	Name-Location-GPE-City	Čokori	entity_6107798
20360	Goleši	Name-Location-GPE-City	Goleši	entity_8259094
20361	Jagare	Name-Location-GPE-City	Jagare	entity_6769817
20362	Kmećani	Name-Location-GPE-City	Kmećani	entity_6907446
20363	Kola Donja	Name-Location-GPE-City	Kola_Donja	entity_1178462
20364	Krmine	Name-Location-GPE-City	Krmine	entity_7098203
20365	Krupa na Vrbasu	Name-Location-GPE-City	Krupa_na_Vrbasu	entity_9697461
20366	Lokvari	Name-Location-GPE-City	Lokvari	entity_6112729
20367	Lusići	Name-Location-GPE-City	Lusići	entity_12036322
20368	Ljubačevo	Name-Location-GPE-City	Ljubačevo	entity_1872565
20369	Pavići	Name-Location-GPE-City	Pavići	entity_8995945
20370	Pervan Donji	Name-Location-GPE-City	Pervan_Donji	entity_11473539
20371	Pervan Gornji	Name-Location-GPE-City	Pervan_Gornji	entity_11457548
20372	Ponir	Name-Location-GPE-City	Ponir	entity_10634827
20373	Prijakovci	Name-Location-GPE-City	Prijakovci	entity_3149497
20374	Priječani	Name-Location-GPE-City	Priječani	entity_6673754
20375	Radmanići	Name-Location-GPE-City	Radmanići	entity_10692145
20376	Radosavska	Name-Location-GPE-City	Radosavska	entity_13590510
20377	Rekavice	Name-Location-GPE-City	Rekavice	entity_5695527
20378	Slavićka	Name-Location-GPE-City	Slavićka	entity_6219534
20379	Stratinska	Name-Location-GPE-City	Stratinska	entity_1828833
20380	Stričići	Name-Location-GPE-City	Stričići	entity_4434189
20381	Šargovac	Name-Location-GPE-City	Šargovac	entity_8297149
20382	Šimići	Name-Location-GPE-City	Šimići	entity_1990895
20383	Verići	Name-Location-GPE-City	Verići	entity_4053432
20384	Zalužani	Name-Location-GPE-City	Zalužani	entity_10733805
20385	Zelenci	Name-Place-Location_Other	Zelenci	entity_8604132
20388	Crna Rijeka	Name-Location-GPE-City	Crna_Rijeka	entity_5503021
20389	Dobrljin	Name-Location-GPE-City	Dobrljin	entity_5438081
20392	RK Borac Banja Luka	Name-Organization-Sports_Organization-Pro_Sports_Organization	RK_Borac_Banja_Luka	entity_3694098
20393	FK Borac Banja Luka	Name-Organization-Sports_Organization-Pro_Sports_Organization	FK_Borac_Banja_Luka	entity_11868372
20394	Sam Peckinpah	Name-Person-Name_Person	Sam_Peckinpah	entity_7905669
20395	John Wayne	Name-Person-Name_Person	John_Wayne	entity_5845153
20397	Maureen O'Hara	Name-Person-Name_Person	Maureen_O'Hara	entity_8481026
20398	Frank Capra	Name-Person-Name_Person	Frank_Capra	entity_3268783
20400	Guy de Maupassant	Name-Person-Name_Person	Guy_de_Maupassant	entity_9416176
20402	Mirko Bogović	Name-Person-Name_Person	Mirko_Bogović	entity_3311899
20411	Vrhnika	Name-Location-GPE-GPE_Other	Vrhnika	entity_114620
20440	Benjamin Britten	Name-Person-Name_Person	Benjamin_Britten	entity_13448510
20442	Olomouc	Name-Location-GPE-City	Olomouc	entity_2199019
20448	Cavalleria rusticana	Name-Product-Art-Broadcast_Program	Cavalleria_rusticana	entity_4507148
20456	Krefeld	Name-Location-GPE-City	Krefeld	entity_6723438
20460	Anton Rubinstein	Name-Person-Name_Person	Anton_Rubinstein	entity_5915606
20464	Leonard Bernstein	Name-Person-Name_Person	Leonard_Bernstein	entity_3837810
20474	Ken Russell	Name-Person-Name_Person	Ken_Russell	entity_2663039
20482	Lambaréné	Name-Location-GPE-GPE_Other	Lambaréné	entity_2576008
20492	Dora Maar	Name-Person-Name_Person	Dora_Maar	entity_722313
20497	Ulan Bator	Name-Location-GPE-GPE_Other	Ulan_Bator	entity_12682688
20506	Johann Franz Encke	Name-Person-Name_Person	Johann_Franz_Encke	entity_10384940
20511	Mattole	Name-Organization-Show_Organization	Mattole	entity_7453004
20512	Charlie Parker	Name-Person-Name_Person	Charlie_Parker	entity_3756204
20513	Dizzy Gillespie	Name-Person-Name_Person	Dizzy_Gillespie	entity_4468742
20519	Miles Davis	Name-Person-Name_Person	Miles_Davis	entity_9558290
20520	John Coltrane	Name-Person-Name_Person	John_Coltrane	entity_6710640
20523	MP3	Name-Product-Product_Other	MP3	entity_2549143
20524	Recife	Name-Location-GPE-GPE_Other	Recife	entity_4301297
20526	Alagoas	Name-Location-GPE-GPE_Other	Alagoas	entity_3679789
20527	Bahia	Name-Location-GPE-GPE_Other	Bahia	entity_7674071
20528	São Paulo	Name-Location-GPE-GPE_Other	São_Paulo	entity_7393590
20530	Mario Jurić	Name-Person-Name_Person	Mario_Jurić	entity_4351492
20542	Aldo Leopold	Name-Person-Name_Person	Aldo_Leopold	entity_11232191
20543	Denali	Name-Location-Geological_Region_Mountain	Denali	entity_5260673
20564	Harare	Name-Location-GPE-City	Harare	entity_9996818
20567	Cecil Rhodes	Name-Person-Name_Person	Cecil_Rhodes	entity_8401010
20569	Canaan Banana	Name-Person-Name_Person	Canaan_Banana	entity_2591592
20570	Morgan Tsvangirai	Name-Person-Name_Person	Morgan_Tsvangirai	entity_6898690
20571	Emmerson Mnangagwa	Name-Person-Name_Person	Emmerson_Mnangagwa	entity_9468557
20572	Darvel	Name-Location-GPE-GPE_Other	Darvel	entity_183103
20574	Ernst Boris Chain	Name-Person-Name_Person	Ernst_Boris_Chain	entity_6734798
20578	National Semiconductor	Name-Organization-Corporation-Company	National_Semiconductor	entity_4324829
20596	Porco Rosso	Name-Product-Art-Movie	Porco_Rosso	entity_10200082
20601	Arapaho	Name-Natural_Object-Living_Thing-Insect	Arapaho	entity_11694077
20611	Manuel Pinto da Costa	Name-Person-Name_Person	Manuel_Pinto_da_Costa	entity_8890391
20615	Freetown	Name-Location-GPE-GPE_Other	Freetown	entity_3395078
20618	Siaka Stevens	Name-Person-Name_Person	Siaka_Stevens	entity_8225730
20629	Ferdinand Kovačević	Name-Person-Name_Person	Ferdinand_Kovačević	entity_11287531
20634	Aden Abdullah Osman Daar	Name-Person-Name_Person	Aden_Abdullah_Osman_Daar	entity_10978292
20637	Alojz Benac	Name-Person-Name_Person	Alojz_Benac	entity_9331763
20640	Geographica	Name-Product-Art-Book	Geographica	entity_11174651
20643	Jules Rimet	Name-Person-Name_Person	Jules_Rimet	entity_12908507
20646	Franz Beckenbauer	Name-Person-Name_Person	Franz_Beckenbauer	entity_11301727
20647	Didier Deschamps	Name-Person-Name_Person	Didier_Deschamps	entity_6936539
20648	Baška Voda	Name-Location-GPE-GPE_Other	Baška_Voda	entity_5793274
20664	Senjak	Name-Location-GPE-GPE_Other	Senjak	entity_8286817
20685	Bangui	Name-Location-GPE-City	Bangui	entity_9830678
20687	André Kolingba	Name-Person-Name_Person	André_Kolingba	entity_7936388
20692	Sterlitamak	Name-Location-GPE-City	Sterlitamak	entity_696738
20699	Kalevala	Name-Product-Art-Book	Kalevala	entity_2058417
20706	Yves Montand	Name-Person-Name_Person	Yves_Montand	entity_13346725
20707	Juliette Gréco	Name-Person-Name_Person	Juliette_Gréco	entity_13640181
20708	Nintendo	Name-Organization-Corporation-Company	Nintendo	entity_9518768
20711	Darfur	Name-Location-GPE-GPE_Other	Darfur	entity_7898300
20712	Port Sudan	Name-Location-GPE-City	Port_Sudan	entity_13681551
20716	Nintendo Switch	Name-Product-Product_Other	Nintendo_Switch	entity_10385270
20722	Willis Tower	Name-Facility-GOE-GOE_Other	Willis_Tower	entity_11123893
20729	Le Corbusier	Name-Person-Name_Person	Le_Corbusier	entity_5580673
20733	Croteam	Name-Organization-Corporation-Company	Croteam	entity_13025399
20735	Steam	Name-Facility-GOE-GOE_Other	Steam	event_1664624
20742	Diego Garcia	Name-Location-Geological_Region_Island	Diego_Garcia	entity_11266000
20757	Dodoma	Name-Location-GPE-City	Dodoma	entity_1208260
20758	Julius Nyerere	Name-Person-Name_Person	Julius_Nyerere	entity_9077814
20759	Ali Hassan Mwinyi	Name-Person-Name_Person	Ali_Hassan_Mwinyi	entity_6771685
20760	Benjamin Mkapa	Name-Person-Name_Person	Benjamin_Mkapa	entity_1737895
20767	Davy Crockett	Name-Person-Name_Person	Davy_Crockett	entity_6211027
20768	Serj Tankian	Name-Person-Name_Person	Serj_Tankian	entity_12975523
20769	Daron Malakian	Name-Person-Name_Person	Daron_Malakian	entity_13776273
20770	Shavo Odadjian	Name-Person-Name_Person	Shavo_Odadjian	entity_9584242
20771	John Dolmayan	Name-Person-Name_Person	John_Dolmayan	entity_12518576
20780	Rick Rubin	Name-Person-Name_Person	Rick_Rubin	entity_11012232
20781	System of a Down	Name-Product-Art-Music	System_of_a_Down	entity_6959664
20782	Ozzfest	Name-Event-Occasion-Game	Ozzfest	event_392517
20783	Fear Factory	Name-Organization-Show_Organization	Fear_Factory	entity_2102861
20785	Toxicity	Name-Facility-GOE-School	Toxicity	entity_1783872
20786	Rammstein	Name-Organization-Show_Organization	Rammstein	entity_4258043
20791	Lonely Day	Name-Product-Art-Music	Lonely_Day	entity_9374538
20795	RZA	Name-Person-Name_Person	RZA	entity_10118288
20798	Elect the Dead	Name-Product-Art-Music	Elect_the_Dead	entity_11186153
20800	Elect the Dead Symphony	Name-Product-Art-Music	Elect_the_Dead_Symphony	entity_13877045
20801	Deftones	Name-Organization-Show_Organization	Deftones	entity_5379962
20802	Dead Kennedys	Name-Organization-Show_Organization	Dead_Kennedys	entity_1952685
20804	Van Halen	Name-Organization-Show_Organization	Van_Halen	entity_13568955
20806	Toledo	Name-Location-GPE-City	Toledo	entity_3590407
20818	Samoa	Name-Location-GPE-Country	Samoa	entity_2619800
20819	Tonga	Name-Location-GPE-Country	Tonga	entity_3931971
20820	Abel Tasman	Name-Person-Name_Person	Abel_Tasman	entity_6957173
20821	Palau	Name-Location-GPE-Country	Palau	entity_8327760
20826	Sinaloa	Name-Location-GPE-GPE_Other	Sinaloa	entity_4731883
20827	L'Aquila	Name-Location-GPE-City	L'Aquila	entity_8885947
20828	Teramo	Name-Location-GPE-City	Teramo	entity_503607
20853	Potenza	Name-Location-GPE-City	Potenza	entity_1576699
20862	Horace Grant	Name-Person-Name_Person	Horace_Grant	entity_11173486
20863	Philadelphia 76ers	Name-Organization-Sports_Organization-Pro_Sports_Organization	Philadelphia_76ers	entity_2403064
20864	Atlanta Hawks	Name-Organization-Sports_Organization-Pro_Sports_Organization	Atlanta_Hawks	entity_7458265
20865	Asteci	Name-Location-GPE-GPE_Other	Asteci	entity_545165
20868	Tepaneca	Name-Organization-Ethnic_Group_other	Tepaneca	entity_13620281
20874	Alberobello	Name-Location-GPE-GPE_Other	Alberobello	entity_981373
20876	Canosa di Puglia	Name-Location-GPE-GPE_Other	Canosa_di_Puglia	entity_31188
